,record_id,borrower_id,borrower_age,borrower_income,business_uid,business_annual_income,business_annual_revenue,business_annual_expense,business_age,business_no_of_employees,loan_amount_asked,loan_amount_offered,loan_interest_rate,loan_duration_months,loan_monthly_payment,business_default,business_previous_loan,final_credit_score,final_loan_verdict
1306,7871,5225000,31,528000,333211535880,1920000,15253000,7558000,24,62,68063000,64659850.0,27,90,1347080.2083333300,0,0,725.0,1
1307,64724,9581680,43,1541000,397848491410,1920000,4665000,3868000,6,14,18368000,16531200.0,25,66,344400.0,0,0,500.0,0
1308,86075,341040,30,488000,332707216180,840000,4156000,4038000,8,32,11093000,9983700.0,28,72,207993.75,0,0,575.0,1
1309,10712,7562980,45,596000,298435885930,170000,1322000,535000,4,22,1063000,850400.0,27,66,17716.666666666700,0,0,375.0,0
1310,81985,3695880,47,779000,330599083510,820000,4602000,1443000,16,70,15832000,15040400.0,23,84,313341.6666666670,0,0,650.0,1
1311,99292,5013320,47,24000,299131881940,510000,1386000,974000,8,96,4920000,4428000.0,26,66,92250.0,0,0,600.0,1
1312,10473,5517420,44,812000,395188832890,570000,2967000,1486000,22,2,13332000,11998800.0,25,78,249975.0,0,0,525.0,1
1313,34244,8977980,46,1303000,308609217370,440000,2836000,2514000,34,88,12428000,11806600.0,25,78,245970.83333333300,0,0,650.0,1
1314,36601,3117060,25,580000,261746978650,140000,322000,260000,10,12,299000,239200.0,25,54,4983.333333333330,0,0,375.0,0
1315,67828,7201500,59,207000,309385599470,1120000,1812000,1776000,32,82,8556000,8128200.0,27,72,169337.5,0,0,725.0,1
1316,25798,3910460,59,1863000,353637365740,1610000,12356000,4666000,6,56,18309000,17393550.0,22,60,362365.625,0,0,625.0,1
1317,3612,8311420,58,98000,267337933090,110000,529000,160000,38,86,1831000,1647900.0,29,78,34331.25,0,0,600.0,1
1318,55303,8292100,58,1164000,315796320930,970000,2625000,1306000,36,34,2901000,2755950.0,23,48,57415.625,0,0,675.0,1
1319,17159,2513040,31,1036000,257156059870,30000,123000,62000,32,56,357000,321300.0,25,78,6693.75,0,0,550.0,1
1320,5000,7692700,27,1663000,256836890550,90000,584000,430000,4,18,2534000,2027200.0,25,60,42233.333333333300,0,0,275.0,0
1321,39509,1778660,36,831000,295924846130,590000,1321000,635000,24,70,3029000,2877550.0,22,90,59948.958333333300,0,0,700.0,1
1322,2937,3539880,39,453000,268325212720,1450000,13295000,4606000,14,86,22500000,21375000.0,25,60,445312.5,0,0,675.0,1
1323,70212,6626000,39,1753000,367067864590,20000,80000,70000,22,46,141000,126900.0,25,48,2643.75,0,0,525.0,1
1324,53948,7967220,25,1047000,244216037550,730000,3828000,1044000,14,82,3741000,3553950.0,28,66,74040.625,0,0,650.0,1
1325,32484,5605320,36,1917000,254294635340,360000,2289000,2049000,16,12,4079000,3671100.0,26,60,76481.25,0,0,475.0,0
1326,80305,7467500,32,253000,354386620250,1520000,6590000,4445000,10,46,30869000,27782100.0,27,72,578793.75,0,0,600.0,1
1327,93453,3542560,47,1367000,351626035900,200000,1701000,250000,10,58,1199000,1079100.0,27,48,22481.25,0,0,500.0,0
1328,38713,3839940,37,1201000,395467120810,310000,2000000,435000,12,36,1628000,1465200.0,25,78,30525.0,0,0,575.0,1
1329,34489,6916660,27,612000,268624799750,1460000,12255000,2602000,22,86,1186000,1126700.0,20,84,23472.916666666700,0,0,725.0,1
1330,54809,9370440,33,1095000,353842712490,1510000,14183000,13757000,4,24,61233000,55109700.0,23,72,1148118.75,0,0,500.0,0
1331,11426,343900,54,1897000,234969345070,530000,1590000,640000,12,50,1766000,1677700.0,24,60,34952.083333333300,0,0,625.0,1
1332,16961,5940760,42,1547000,262751748570,260000,2421000,727000,10,70,8753000,7877700.0,29,54,164118.75,0,0,550.0,1
1333,82466,4213240,58,704000,315829674480,150000,505000,302000,28,50,912000,820800.0,25,48,17100.0,0,0,575.0,1
1334,74024,499320,47,798000,355234368500,370000,890000,814000,20,6,382000,343800.0,29,48,7162.5,0,0,425.0,0
1335,37696,5378260,35,1663000,343767298140,720000,5423000,4555000,12,98,7050000,6697500.0,27,72,139531.25,0,0,650.0,1
1336,54269,6587600,53,1263000,403033446530,1570000,4556000,2895000,38,62,5510000,5234500.0,25,60,109052.08333333300,0,0,725.0,1
1337,30039,1293360,58,315000,340434549880,420000,4008000,1699000,18,28,13144000,11829600.0,28,66,246450.0,0,0,525.0,1
1338,24999,6052000,46,931000,385778396090,250000,2129000,1675000,22,56,2047000,1944650.0,24,84,40513.541666666700,0,0,650.0,1
1339,59917,9660660,50,100000,376006804880,250000,2145000,2125000,6,22,10669000,9602100.0,29,54,200043.75,0,0,475.0,0
1340,8027,6413920,30,1918000,379280246860,1230000,4739000,3579000,8,30,180000,162000.0,25,66,3375.0,0,0,550.0,1
1341,44629,5700660,46,175000,388538025370,1050000,5512000,3116000,38,2,15929000,14336100.0,26,78,298668.75,0,0,550.0,1
1342,50330,9714400,47,221000,338529635050,1990000,4339000,2191000,12,24,5340000,4806000.0,25,66,100125.0,0,0,600.0,1
1343,99423,4144820,30,26000,298564205480,500000,4777000,576000,32,8,1195000,1075500.0,27,48,22406.25,0,0,475.0,0
1344,21269,2881140,35,219000,285575776000,1050000,3405000,3047000,28,74,11835000,11243250.0,20,54,234234.375,0,0,725.0,1
1345,23878,1147700,42,1490000,343185708430,1000000,9972000,1775000,36,60,33938000,32241100.0,22,60,671689.5833333330,0,0,700.0,1
1346,94319,2902720,59,318000,237035871240,1430000,11234000,8688000,18,98,15468000,14694600.0,21,72,306137.5,0,0,675.0,1
1347,27395,2276780,46,756000,257859637680,590000,1262000,1068000,30,90,3673000,3489350.0,23,84,72694.79166666670,0,0,700.0,1
1348,64807,6094120,42,646000,259227788610,990000,1244000,1229000,2,54,5452000,4906800.0,24,54,102225.0,0,0,500.0,0
1349,85358,9166740,47,1300000,377406649270,900000,4884000,981000,18,70,9920000,9424000.0,22,72,196333.33333333300,0,0,650.0,1
1350,62634,896740,52,545000,366389269090,1080000,10747000,4691000,10,84,42688000,40553600.0,27,60,844866.6666666670,0,0,625.0,1
1351,71942,655020,54,1503000,386745407800,1570000,7975000,5930000,26,78,32102000,30496900.0,22,78,635352.0833333330,0,0,725.0,1
1352,83175,2353360,29,1255000,330552539770,590000,1610000,737000,10,70,4159000,3743100.0,29,60,77981.25,0,0,600.0,1
1353,20940,6971560,57,1146000,378470268400,1320000,2569000,1924000,2,84,9485000,8536500.0,29,48,177843.75,0,0,525.0,1
1354,3562,3673660,39,919000,236327874160,1990000,11060000,7522000,0,44,8419000,7998050.0,22,78,166626.04166666700,0,0,700.0,1
1355,82393,1954140,27,674000,344401324480,1610000,4278000,3939000,32,26,10802000,10261900.0,21,72,213789.58333333300,0,0,650.0,1
1356,41958,8990960,35,1744000,214186739270,1200000,2613000,2207000,34,92,8790000,8350500.0,26,90,173968.75,0,0,725.0,1
1357,5513,2322040,53,567000,351425151910,350000,1133000,753000,12,34,3419000,3077100.0,25,54,64106.25,0,0,575.0,1
1358,32420,9562940,46,670000,281885305090,1630000,11896000,2355000,10,96,7897000,7502150.0,22,90,156294.79166666700,0,0,625.0,1
1359,14305,7948080,42,1560000,248164070630,1870000,3734000,2543000,2,70,13940000,12546000.0,28,48,261375.0,0,0,525.0,1
1360,79172,1050760,54,238000,383703094980,1760000,14696000,10866000,8,98,3696000,3511200.0,28,66,73150.0,0,0,625.0,1
1361,68507,5664200,55,82000,275815726720,1280000,5201000,2524000,10,56,6834000,6492300.0,21,60,135256.25,0,0,625.0,1
1362,52232,3644320,45,380000,335090828840,780000,3343000,2999000,38,70,12347000,11729650.0,22,72,244367.70833333300,0,0,700.0,1
1363,24247,7321400,29,50000,398013013710,1540000,4290000,3305000,8,42,16120000,14508000.0,26,78,302250.0,0,0,600.0,1
1364,32965,7276000,51,1560000,364967278720,1870000,7485000,6253000,16,44,1944000,1846800.0,23,66,38475.0,0,0,650.0,1
1365,34821,5922580,32,1666000,300104656220,1770000,12047000,4909000,8,36,44589000,40130100.0,27,54,836043.75,0,0,600.0,1
1366,58789,758500,31,253000,377178934230,1440000,8059000,4789000,10,18,14289000,12860100.0,20,48,267918.75,0,0,500.0,0
1367,36646,7865560,31,1038000,286867722240,190000,1068000,981000,22,60,5016000,4514400.0,28,48,94050.0,0,0,600.0,1
1368,68589,6641900,58,1270000,290256327610,410000,2396000,1627000,26,32,2889000,2744550.0,23,84,57178.125,0,0,625.0,1
1369,27528,8558400,46,1637000,297703319630,230000,2246000,1113000,38,20,7778000,7000200.0,26,60,145837.5,0,0,525.0,1
1370,26713,9210040,59,1187000,254784377400,1940000,14623000,9486000,2,76,2854000,2568600.0,26,48,53512.5,0,0,525.0,1
1371,81271,9288520,43,966000,293777209730,1570000,5020000,4512000,22,36,6477000,6153150.0,27,84,128190.625,0,0,700.0,1
1372,10115,7829980,49,496000,272009564600,1130000,5283000,2190000,12,44,12118000,11512100.0,23,90,239835.41666666700,0,0,650.0,1
1373,83295,399500,34,505000,359983008180,1960000,10998000,7202000,10,88,34697000,32962150.0,20,48,686711.4583333330,0,0,625.0,1
1374,69622,5192080,57,545000,400948300340,10000,86000,46000,22,60,271000,243900.0,28,72,5081.25,0,0,550.0,1
1375,72116,5474860,48,132000,281825868480,290000,2709000,507000,20,78,5621000,5058900.0,28,48,105393.75,0,0,600.0,1
1376,755,9426380,45,34000,290339195520,1280000,7142000,5143000,16,20,1447000,1302300.0,27,78,27131.25,0,0,550.0,1
1377,50039,8150440,54,58000,368639635860,1750000,6445000,5355000,36,30,15288000,14523600.0,25,84,302575.0,0,0,650.0,1
1378,95171,9592580,39,73000,326064776880,540000,2709000,1668000,16,56,6017000,5716150.0,26,90,119086.45833333300,0,0,650.0,1
1379,80579,6086740,47,1379000,217579303220,1170000,7814000,4282000,12,34,26551000,25223450.0,23,66,525488.5416666670,0,0,650.0,1
1380,31298,7109240,26,1067000,236763895630,1980000,5738000,4011000,16,14,5015000,4513500.0,25,48,94031.25,0,0,550.0,1
1381,87934,5476140,50,895000,238198141780,200000,1365000,488000,0,20,6361000,5724900.0,26,66,119268.75,0,0,475.0,0
1382,86244,6833400,58,886000,319149626360,1010000,3254000,3009000,16,50,11256000,10693200.0,22,90,222775.0,0,0,650.0,1
1383,69340,2696020,50,502000,360382900540,1370000,6799000,4608000,12,26,12711000,11439900.0,26,72,238331.25,0,0,600.0,1
1384,98958,8001520,52,1598000,227344588120,1750000,4364000,3457000,14,14,13987000,12588300.0,25,54,262256.25,0,0,550.0,1
1385,50628,7702560,41,1146000,284184092200,130000,494000,223000,28,14,1246000,1121400.0,29,48,23362.5,0,0,475.0,0
1386,54417,976220,26,1683000,279960622270,1220000,8662000,3921000,0,48,32133000,30526350.0,27,66,635965.625,0,0,700.0,1
1387,4197,2414600,34,30000,395845166420,260000,2526000,496000,4,20,10216000,8172800.0,26,60,170266.66666666700,0,0,375.0,0
1388,38183,4941420,48,1027000,250093287550,1980000,5188000,4145000,34,94,22716000,21580200.0,20,66,449587.5,0,0,725.0,1
1389,52463,6919580,29,1271000,293298776060,1250000,11812000,6148000,32,26,55280000,52516000.0,26,72,1094083.3333333300,0,0,650.0,1
1390,27170,3408100,39,1043000,371159208320,1430000,3600000,1741000,24,6,1437000,1293300.0,29,54,26943.75,0,0,550.0,1
1391,40007,2716100,31,1302000,267826706130,1450000,6342000,5600000,34,98,29444000,27971800.0,29,66,582745.8333333330,0,0,725.0,1
1392,43675,2310500,27,523000,357705690910,300000,2922000,1545000,24,94,13347000,12679650.0,25,72,264159.375,0,0,650.0,1
1393,77490,7489160,39,91000,221810592690,840000,2323000,1960000,24,16,9426000,8483400.0,26,48,176737.5,0,0,575.0,1
1394,98087,9862000,41,1527000,274098453440,440000,3384000,3176000,34,16,7629000,6866100.0,28,66,143043.75,0,0,525.0,1
1395,65661,6420180,40,855000,358752584140,480000,2178000,1380000,26,48,3663000,3479850.0,28,54,72496.875,0,0,625.0,1
1396,34202,6588080,42,50000,330127697830,110000,449000,303000,18,76,1538000,1384200.0,25,60,28837.5,0,0,550.0,1
1397,82530,8293160,57,718000,398929660480,1400000,6052000,1824000,36,88,14103000,13397850.0,24,90,279121.875,0,0,725.0,1
1398,4596,2093220,39,923000,312435395260,1950000,4561000,3861000,22,32,16080000,15276000.0,20,48,318250.0,0,0,700.0,1
1399,53303,2673160,30,1267000,327694863620,670000,5185000,4504000,22,50,11201000,10640950.0,26,72,221686.45833333300,0,0,675.0,1
1400,91086,7504860,41,1559000,276756459350,290000,1903000,1859000,26,98,9312000,8846400.0,27,90,184300.0,0,0,650.0,1
1401,50843,3284700,58,1762000,390990611280,290000,1363000,875000,22,78,6054000,5751300.0,23,84,119818.75,0,0,650.0,1
1402,57840,894360,44,321000,237355775560,370000,3482000,1497000,12,50,6743000,6068700.0,27,48,126431.25,0,0,575.0,1
1403,60063,1926180,28,1535000,232577472670,1210000,4216000,3861000,6,98,19397000,18427150.0,22,90,383898.9583333330,0,0,625.0,1
1404,39903,8978660,57,921000,401329827900,1540000,6092000,2617000,12,20,9420000,8478000.0,29,72,176625.0,0,0,550.0,1
1405,26196,2788900,52,1196000,347047810050,1780000,9090000,6712000,12,78,22113000,21007350.0,21,54,437653.125,0,0,675.0,1
1406,75608,7602540,35,988000,254075757450,30000,148000,81000,6,84,314000,282600.0,29,48,5887.5,0,0,450.0,0
1407,86108,9550440,46,844000,266385950550,780000,5430000,1193000,6,4,15283000,13754700.0,27,60,286556.25,0,0,425.0,0
1408,3616,924840,40,434000,350710648490,170000,927000,291000,34,66,1911000,1719900.0,27,48,35831.25,0,0,600.0,1
1409,83718,9781920,54,601000,230138419020,790000,3338000,2134000,14,40,2340000,2223000.0,28,90,46312.5,0,0,625.0,1
1410,17894,9355380,51,100000,405069491780,30000,243000,233000,20,24,561000,504900.0,26,66,10518.75,0,0,425.0,0
1411,17744,6214500,40,1640000,241447243620,510000,3816000,1861000,12,78,4482000,4257900.0,28,72,88706.25,0,0,650.0,1
1412,13673,5557160,43,968000,368207196400,1650000,8980000,8332000,14,22,29572000,26614800.0,26,60,554475.0,0,0,600.0,1
1413,75087,8475940,50,814000,363097319150,120000,675000,590000,18,84,613000,551700.0,25,78,11493.75,0,0,550.0,1
1414,51125,851520,29,495000,325207889110,1700000,6537000,2586000,16,22,8695000,7825500.0,29,48,163031.25,0,0,600.0,1
1415,43058,4404960,36,812000,219505378750,1960000,17845000,9735000,12,22,15743000,14168700.0,26,48,295181.25,0,0,600.0,1
1416,13113,8885280,32,312000,230369677930,1000000,7398000,6395000,30,86,10072000,9568400.0,26,84,199341.66666666700,0,0,700.0,1
1417,59812,5563680,38,1931000,324970687340,580000,5138000,4323000,4,10,8382000,6705600.0,27,54,139700.0,0,0,375.0,0
1418,12359,5823800,55,346000,250486659030,10000,83000,48000,10,96,387000,348300.0,25,48,7256.25,0,0,450.0,0
1419,27070,4501600,57,901000,367167453670,1030000,2955000,2743000,22,72,9357000,8889150.0,29,90,185190.625,0,0,725.0,1
1420,24983,5958820,56,1573000,292479454890,1850000,12337000,4267000,16,60,19831000,18839450.0,26,78,392488.5416666670,0,0,675.0,1
1421,57649,2988560,25,1387000,375278865290,450000,2859000,601000,16,68,10789000,9710100.0,27,78,202293.75,0,0,600.0,1
1422,47501,757480,51,1792000,358507445820,600000,3577000,3325000,10,42,5246000,4721400.0,26,66,98362.5,0,0,575.0,1
1423,5716,607720,55,477000,384030335510,1300000,7309000,6035000,4,98,6530000,5877000.0,27,72,122437.5,0,0,575.0,1
1424,28754,5901640,56,1772000,382360254700,1880000,1998000,1905000,0,70,1585000,1505750.0,23,66,31369.791666666700,0,0,725.0,1
1425,79334,8084100,45,1942000,220739664790,1250000,5466000,3989000,12,58,27105000,25749750.0,28,66,536453.125,0,0,675.0,1
1426,51421,1987320,49,1264000,297294228530,280000,319000,317000,4,30,1219000,1097100.0,27,72,22856.25,0,0,425.0,0
1427,78334,8606660,48,133000,354102884450,350000,3067000,1680000,16,20,11403000,10262700.0,25,72,213806.25,0,0,475.0,0
1428,8883,180520,35,564000,212781170740,690000,1191000,728000,0,4,5641000,5076900.0,27,54,105768.75,0,0,525.0,1
1429,71111,3341340,33,1853000,241970959030,620000,4664000,3691000,22,92,21225000,20163750.0,22,84,420078.125,0,0,700.0,1
1430,78481,8411540,41,1489000,351221286670,70000,469000,352000,0,24,986000,887400.0,24,48,18487.5,0,0,475.0,0
1431,45458,839040,55,812000,337677009070,1180000,6223000,1708000,24,16,14177000,12759300.0,29,60,265818.75,0,0,600.0,1
1432,21799,2831980,55,1425000,314118092290,1480000,1977000,1956000,34,68,5118000,4862100.0,22,84,101293.75,0,0,725.0,1
1433,22530,2309660,35,708000,225817062710,330000,1486000,646000,4,8,2376000,1900800.0,29,66,39600.0,0,0,325.0,0
1434,23697,7728560,57,1018000,316444741940,1780000,9770000,6256000,6,36,6004000,5403600.0,29,60,112575.0,0,0,600.0,1
1435,82223,4135300,45,1382000,232912023560,140000,381000,211000,38,16,1217000,1095300.0,25,78,22818.75,0,0,475.0,0
1436,69303,936060,56,1415000,260101816880,490000,3869000,3291000,24,72,14653000,13920350.0,27,60,290007.2916666670,0,0,650.0,1
1437,51064,3001200,29,653000,370974907610,1000000,2121000,1883000,22,74,10575000,10046250.0,26,66,209296.875,0,0,700.0,1
1438,783,2806700,33,1625000,261319482830,850000,5663000,2913000,32,32,4538000,4311100.0,25,72,89814.58333333330,0,0,675.0,1
1439,20581,6340600,36,1433000,392107599050,740000,6682000,1578000,30,70,20646000,19613700.0,27,84,408618.75,0,0,700.0,1
1440,18469,6769880,35,1520000,309038175940,1110000,7374000,1286000,10,42,7130000,6417000.0,27,48,133687.5,0,0,600.0,1
1441,56503,3159300,30,1376000,321154057720,440000,2741000,1237000,4,40,8241000,7416900.0,26,54,154518.75,0,0,475.0,0
1442,87909,7681020,53,145000,213876288990,1940000,11546000,8984000,16,48,34373000,32654350.0,26,84,680298.9583333330,0,0,650.0,1
1443,27221,9108160,31,718000,343830297710,550000,4286000,3618000,8,72,7132000,6418800.0,26,60,133725.0,0,0,600.0,1
1444,99161,3892600,46,395000,252902200010,1330000,1525000,1373000,20,44,946000,898700.0,21,90,18722.916666666700,0,0,650.0,1
1445,4211,7129880,51,1053000,251921093720,1100000,5526000,3650000,18,14,20902000,18811800.0,29,60,391912.5,0,0,550.0,1
1446,95551,2623480,59,810000,332551557160,1830000,4075000,2100000,36,2,6770000,6093000.0,29,72,126937.5,0,0,550.0,1
1447,9677,2225620,39,396000,213401290200,1610000,8230000,3037000,10,20,4443000,3998700.0,29,72,83306.25,0,0,500.0,0
1448,81368,7310940,30,1705000,318982192350,1010000,9225000,2369000,4,10,45104000,36083200.0,28,48,751733.3333333330,0,0,400.0,0
1449,2989,9329360,49,1146000,286377316630,450000,2801000,996000,18,64,2823000,2540700.0,25,54,52931.25,0,0,600.0,1
1450,77482,2752860,40,1376000,366852370290,180000,1632000,1119000,24,6,2454000,2208600.0,24,60,46012.5,0,0,425.0,0
1451,93908,2140900,40,301000,245652589190,1220000,1573000,1252000,4,40,801000,720900.0,25,66,15018.75,0,0,550.0,1
1452,16036,5151760,46,1648000,314563406060,750000,2279000,1317000,26,60,8515000,8089250.0,24,90,168526.04166666700,0,0,700.0,1
1453,87666,8450040,39,1551000,389549283480,1620000,3745000,2008000,6,16,7610000,6849000.0,23,66,142687.5,0,0,500.0,0
1454,90891,4099460,57,875000,301599957420,710000,3280000,1317000,8,16,15131000,13617900.0,28,48,283706.25,0,0,475.0,0
1455,84429,2886440,30,1978000,257870050620,1820000,12770000,6546000,4,38,60716000,54644400.0,25,78,1138425.0,0,0,550.0,1
1456,15880,6753860,38,501000,356289464660,520000,595000,548000,6,66,264000,237600.0,29,54,4950.0,0,0,600.0,1
1457,95799,8709260,56,50000,251769637560,1650000,15831000,4880000,6,74,42540000,40413000.0,20,72,841937.5,0,0,625.0,1
1458,56639,1053520,42,770000,388860592690,760000,3402000,1669000,8,22,8448000,7603200.0,27,66,158400.0,0,0,525.0,1
1459,78629,4661440,41,1209000,234524198610,680000,2735000,1414000,36,78,3522000,3345900.0,29,60,69706.25,0,0,700.0,1
1460,2444,332860,42,1504000,304139017950,1650000,10238000,7412000,28,50,153000,145350.0,27,72,3028.125,0,0,700.0,1
1461,53694,6229240,59,1455000,264562104160,950000,3136000,1952000,10,46,6106000,5495400.0,28,48,114487.5,0,0,575.0,1
1462,69785,4473060,57,1697000,280829085800,1580000,13880000,7484000,30,98,28960000,27512000.0,23,48,573166.6666666670,0,0,725.0,1
1463,29014,8773260,31,531000,224819926810,1260000,10192000,9718000,36,60,4948000,4700600.0,25,66,97929.16666666670,0,0,725.0,1
1464,90691,4800400,59,1413000,378428674700,1920000,4197000,2229000,4,60,13360000,12024000.0,27,48,250500.0,0,0,575.0,1
1465,49363,6527740,44,1289000,245362040310,760000,7349000,4618000,6,10,29950000,26955000.0,22,78,561562.5,0,0,425.0,0
1466,73660,1333760,37,879000,267893680680,580000,3317000,1717000,36,20,10525000,9472500.0,25,48,197343.75,0,0,575.0,1
1467,46520,1890440,54,129000,260952584790,1010000,2647000,2106000,8,40,7334000,6600600.0,29,54,137512.5,0,0,600.0,1
1468,41466,2785640,44,207000,270112570070,1900000,5258000,5107000,12,12,11271000,10143900.0,26,66,211331.25,0,0,550.0,1
1469,61321,6702160,28,1389000,267811659410,1440000,5892000,1945000,38,94,6046000,5743700.0,28,84,119660.41666666700,0,0,725.0,1
1470,86279,2294120,30,1177000,212376167020,690000,5473000,2884000,38,34,12044000,11441800.0,20,66,238370.83333333300,0,0,675.0,1
1471,15192,2054860,54,285000,300619574790,1970000,9002000,2063000,8,76,22237000,21125150.0,27,72,440107.2916666670,0,0,625.0,1
1472,51118,6761340,38,1083000,378103467100,1390000,10400000,4011000,24,64,38913000,36967350.0,23,78,770153.125,0,0,725.0,1
1473,12679,7414720,53,190000,251828558560,590000,1558000,1014000,38,56,3531000,3354450.0,27,72,69884.375,0,0,700.0,1
1474,69636,6724860,59,399000,254718309100,740000,2024000,1435000,0,70,8599000,8169050.0,26,78,170188.54166666700,0,0,700.0,1
1475,54457,2076260,46,930000,254873196350,1530000,11396000,8500000,18,56,4225000,4013750.0,24,66,83619.79166666670,0,0,675.0,1
1476,65467,656600,44,425000,358952724390,360000,3386000,1283000,34,34,16022000,15220900.0,24,60,317102.0833333330,0,0,625.0,1
1477,9723,8540660,50,695000,320999521380,1870000,3758000,2430000,22,50,13752000,13064400.0,20,54,272175.0,0,0,700.0,1
1478,65973,8150660,53,1833000,327792195480,1320000,3564000,2140000,32,54,16001000,15200950.0,28,48,316686.4583333330,0,0,725.0,1
1479,91158,2565040,57,1569000,377197067410,1630000,2048000,1997000,14,60,8865000,8421750.0,22,90,175453.125,0,0,675.0,1
1480,17434,318840,57,1822000,368531584460,1610000,15719000,13295000,20,54,53804000,51113800.0,27,84,1064870.8333333300,0,0,675.0,1
1481,63911,8289860,30,649000,257039914490,1630000,2432000,2213000,22,68,3961000,3762950.0,26,90,78394.79166666670,0,0,725.0,1
1482,32524,26020,47,1665000,341028622330,820000,5312000,2624000,18,48,1025000,973750.0,22,54,20286.458333333300,0,0,625.0,1
1483,63131,7641800,49,1376000,274437539850,460000,2675000,490000,16,42,4008000,3607200.0,27,78,75150.0,0,0,575.0,1
1484,82252,3700100,57,793000,230678649960,1090000,6928000,3948000,30,84,252000,239400.0,22,72,4987.5,0,0,725.0,1
1485,38990,398660,33,1559000,310996502220,1290000,3951000,3438000,36,60,1216000,1155200.0,29,48,24066.666666666700,0,0,725.0,1
1486,53624,5934700,28,1095000,303696307830,280000,597000,492000,34,52,2856000,2713200.0,24,60,56525.0,0,0,650.0,1
1487,21021,2634180,52,25000,359254606160,220000,383000,373000,26,70,806000,765700.0,27,78,15952.083333333300,0,0,650.0,1
1488,26758,7080900,47,1485000,295557267570,1340000,10122000,2180000,34,90,19329000,18362550.0,25,48,382553.125,0,0,725.0,1
1489,13451,3367580,26,787000,245184257990,760000,1785000,1563000,16,18,7369000,6632100.0,27,66,138168.75,0,0,525.0,1
1490,10867,5759200,54,1475000,384540971940,80000,582000,243000,24,8,771000,616800.0,25,54,12850.0,0,0,375.0,0
1491,97656,5563860,54,406000,263862290400,1700000,14080000,10325000,20,38,15286000,14521700.0,22,48,302535.4166666670,0,0,650.0,1
1492,75887,6755180,56,536000,293611999280,1840000,5097000,3628000,10,30,21679000,19511100.0,25,72,406481.25,0,0,550.0,1
1493,670,7084240,32,1414000,230763006130,420000,1032000,428000,12,36,3630000,3267000.0,26,72,68062.5,0,0,575.0,1
1494,71854,9973300,54,758000,327208553440,1840000,11371000,2304000,34,66,17782000,16892900.0,26,72,351935.4166666670,0,0,725.0,1
1495,42942,9564480,40,97000,237980568040,1980000,15330000,5226000,12,76,14468000,13744600.0,21,72,286345.8333333330,0,0,675.0,1
1496,9488,5456440,27,581000,270924900390,60000,541000,478000,6,60,1296000,1166400.0,29,60,24300.0,0,0,450.0,0
1497,79163,8312400,49,113000,213581392590,1820000,2576000,1920000,30,72,7779000,7390050.0,21,66,153959.375,0,0,725.0,1
1498,12435,8371600,56,1790000,379080768950,920000,4798000,2439000,8,42,7381000,6642900.0,25,66,138393.75,0,0,575.0,1
1499,24331,7475920,51,1824000,374933473860,650000,2944000,2581000,20,68,7577000,7198150.0,23,90,149961.45833333300,0,0,650.0,1
1500,47809,5539300,31,1385000,279759961430,1700000,5647000,3961000,34,54,5666000,5382700.0,27,66,112139.58333333300,0,0,725.0,1
1501,75122,9120300,54,784000,266075833430,190000,888000,249000,34,98,3901000,3510900.0,26,60,73143.75,0,0,600.0,1
1502,14549,455560,33,1822000,220730146950,1340000,3130000,2947000,10,6,9603000,8642700.0,27,72,180056.25,0,0,450.0,0
1503,69499,402980,55,1591000,371478684860,390000,3788000,3435000,36,14,2469000,2222100.0,26,72,46293.75,0,0,525.0,1
1504,98749,3835240,56,1210000,391011295780,1740000,14020000,13679000,24,42,51315000,48749250.0,20,72,1015609.375,0,0,700.0,1
1505,16428,8723200,38,1907000,315495609390,950000,4742000,2698000,20,86,21095000,20040250.0,23,60,417505.2083333330,0,0,650.0,1
1506,83980,8085780,33,856000,400977441510,630000,4229000,3442000,18,94,18684000,17749800.0,21,48,369787.5,0,0,650.0,1
1507,90273,2041760,33,1939000,217820782290,1350000,4248000,3122000,38,48,19140000,18183000.0,26,72,378812.5,0,0,700.0,1
1508,50140,7951600,47,1385000,341175302500,1780000,3090000,2181000,24,90,834000,792300.0,22,78,16506.25,0,0,725.0,1
1509,94779,1073080,58,1735000,349578909820,1120000,2740000,2030000,20,76,12211000,11600450.0,24,78,241676.04166666700,0,0,675.0,1
1510,41481,8325740,46,1203000,242525172050,1040000,4429000,4074000,12,78,15573000,14794350.0,21,66,308215.625,0,0,675.0,1
1511,70058,4309720,27,1039000,385380652330,1230000,8846000,4421000,34,4,2512000,2260800.0,25,72,47100.0,0,0,550.0,1
1512,38737,4510220,34,1635000,354503571770,380000,1060000,800000,20,72,1679000,1511100.0,27,54,31481.25,0,0,600.0,1
1513,33092,3451960,30,571000,370021540690,370000,3102000,1405000,14,22,9647000,8682300.0,26,60,180881.25,0,0,525.0,1
1514,3020,7160640,59,1317000,214545110820,1220000,4294000,2011000,0,22,4447000,4224650.0,26,78,88013.54166666670,0,0,650.0,1
1515,90661,8212800,28,1363000,341210015580,1100000,8538000,8275000,16,68,25875000,24581250.0,23,72,512109.375,0,0,675.0,1
1516,91360,3303980,55,1703000,251868532880,1690000,4307000,2052000,12,86,16838000,15996100.0,20,78,333252.0833333330,0,0,675.0,1
1517,67887,839240,41,209000,295133132170,230000,1608000,1073000,22,58,6783000,6443850.0,20,90,134246.875,0,0,650.0,1
